103070f f0e0c08000000000 40004
103071b f0e0c08000000000 a00000000000
107070b f0e0c08000000000 a00000000000
1030d0f f0e0c08000000000 2000200000000000
303050f f0e0c08000000000 20200000000000
106070f f0e0c08000000000 a00000000000
10102070f f0e0c08000000000 a00000000000
1030717 f0e0c08000000000 a00000000000
1030f07 f0e0c08000000000 40004000000000
1030b0f f0e0c08000000000 a00000000000
107030f f0e0c08000000000 600000000000
105070f f0e0c08000000000 a00000000000
301070f f0e0c08000000000 40004000000000
203070f f0e0c08000000000 40004000000000
10003070f f0e0c08000000000 a00000000000
107070b f0e0408080000000 4040000
107070b f0e0608000000000 100000001
107070b f0a0c0c000000000 4000400
107070b f0b0c08000000000 c0000
107070b d0e0e08000000000 4000400
107070b d8e0c08000000000 c0000
107070b f0e0c00080000000 c0000
107070b f0e0c04000000000 100000001
107070b f0e080c000000000 100000001
107070b f0e0a08000000000 100000001
107070b f0c0e08000000000 4000400
107070b f0d0c08000000000 4000400
107070b e0f0c08000000000 c0000
107070b e8e0c08000000000 100000001
1030733 f0e0608000000000 300000000000
103070f f0e0608000000000 500000000000
1030d1b f0e0608000000000 80000000800000
303051b f0e0608000000000 20002000000000
102071f f0e0608000000000 500000000000
10102071b f0e0608000000000 20002000000000
1030717 f0e0608000000000 8000000080000000
1030f13 f0e0608000000000 500000000000
103072b f0e0608000000000 20002000000000
1030f0b f0e0608000000000 500000000000
103170b f0e0608000000000 300000000000
103051f f0e0608000000000 500000000000
103031f f0e0608000000000 20002000000000
1030b1b f0e0608000000000 500000000000
107031b f0e0608000000000 500000000000
301071b f0e0608000000000 500000000000
203071b f0e0608000000000 202000000000
10003071b f0e0608000000000 500000000000
10107070a f0e0608000000000 500000000000
1070729 f0e0608000000000 500000000000
1070d0b f0e0608000000000 500000000000
307050b f0e0608000000000 500000000000
507030b f0e0608000000000 500000000000
106070f f0e0608000000000 500000000000
10d070b f0e0608000000000 500000000000
103071b f0e0608000000000 500000000000
1070707 f0e0608000000000 202000000000
1070713 f0e0608000000000 500000000000
1070f03 f0e0608000000000 20002000000000
107050f f0e0608000000000 500000000000
107030f f0e0608000000000 300000000000
1070b0b f0e0608000000000 500000000000
305070b f0e0608000000000 20002000000000
10b070b f0e0608000000000 80000000800000
303070b f0e0608000000000 202000000000
503070b f0e0608000000000 500000000000
207070b f0e0608000000000 202000000000
10007070b f0e0608000000000 20002000000000
201030d0d f0e0608000000000 500000000000
10b0d07 f0e0608000000000 500000000000
103190f f0e0608000000000 202000000000
303050f f0e0608000000000 300000000000
1060d0f f0e0608000000000 500000000000
101020d0f f0e0608000000000 500000000000
1020d1f f0e0608000000000 500000000000
1030d17 f0e0608000000000 500000000000
1030b0f f0e0608000000000 300000000000
107090f f0e0608000000000 500000000000
103150f f0e0608000000000 80000000800000
10b050f f0e0608000000000 80000000800000
1020f0f f0e0608000000000 500000000000
1010f0f f0e0608000000000 500000000000
1050d0f f0e0608000000000 500000000000
3010d0f f0e0608000000000 20002000000000
100030d0f f0e0608000000000 500000000000
303051b f0b0c08000000000 4000000040000000
307050b f0b0c08000000000 4000000040000000
10303050b f0b0c08000000000 4000000040000000
303140f f0b0c08000000000 4000000040000000
306050f f0b0c08000000000 4000000040000000
10302050f f0b0c08000000000 4000000040000000
20301050f f0b0c08000000000 4000000040000000
603050f f0b0c08000000000 4000000040000000
103070f f0b0c08000000000 4000000040000000
1030d0f f0b0c08000000000 4000000040000000
303070b f0b0c08000000000 4000000040000000
3030517 f0b0c08000000000 4000000040000000
303030f f0b0c08000000000 4000000040000000
303090f f0b0c08000000000 4000000040000000
307010f f0b0c08000000000 4000000040000000
302070f f0b0c08000000000 4000000040000000
301070f f0b0c08000000000 4000000040000000
305050f f0b0c08000000000 4000000040000000
10203050f f0b0c08000000000 4000000040000000
107050f f0b0c08000000000 4000000040000000
503050f f0b0c08000000000 4000000040000000
10103050f f0b0c08000000000 4000000040000000
20103050f f0b0c08000000000 4000000040000000
106071e f0e0a08000000000 4000100000000000
1000106060f f0e0a08000000000 4000100000000000
1060d0f f0e0a08000000000 4000100000000000
306050f f0e0a08000000000 880000000000
506030f f0e0a08000000000 880000000000
10c070f f0e0a08000000000 4000100000000000
103070f f0e0a08000000000 4000100000000000
10102070f f0e0a08000000000 4000100000000000
1060717 f0e0a08000000000 4000100000000000
1060f07 f0e0a08000000000 4000100000000000
107050f f0e0a08000000000 4000100000000000
1060b0f f0e0a08000000000 880000000000
105070f f0e0a08000000000 4000100000000000
304070f f0e0a08000000000 4000100000000000
1020f0f f0e0a08000000000 4000100000000000
10a070f f0e0a08000000000 4000100000000000
302070f f0e0a08000000000 4000100000000000
502070f f0e0a08000000000 880000000000
7070f f0e0a08000000000 4000100000000000
206070f f0e0a08000000000 4000100000000000
10006070f f0e0a08000000000 4000100000000000
10103070b f0e0608000000000 20002000000000
10302050f f0e0608000000000 202000000000
1010002070f f0e0608000000000 20002000000000
101020717 f0e0608000000000 500000000000
101020f07 f0e0608000000000 500000000000
10103050f f0e0608000000000 8000000080000000
101020b0f f0e0608000000000 500000000000
10101070f f0e0608000000000 500000000000
10104070f f0e0608000000000 500000000000
10300070f f0e0608000000000 20002000000000
10003070f f0e0608000000000 500000000000
10202070f f0e0608000000000 202000000000
302070f f0e0608000000000 500000000000
20102070f f0e0608000000000 20002000000000
1000102070f f0e0608000000000 20002000000000
1030735 f0e0608000000000 8000000080000000
1030753 f0e0608000000000 500000000000
3030517 f0e0608000000000 202000000000
1060717 f0e0608000000000 500000000000
101071f f0e0608000000000 500000000000
1010737 f0e0608000000000 500000000000
1030727 f0e0608000000000 20002000000000
1030f07 f0e0608000000000 202000000000
1031707 f0e0608000000000 8000000080000000
1030b17 f0e0608000000000 40004000000000
1070317 f0e0608000000000 202000000000
1050717 f0e0608000000000 500000000000
3010717 f0e0608000000000 202000000000
2030717 f0e0608000000000 20002000000000
100030717 f0e0608000000000 20002000000000
10b0f05 f0a0c0c000000000 88000000000000
1070f03 f0a0c0c000000000 88000000000000
1030f13 f0a0c0c000000000 88000000000000
