103070f f0e0c08000000000 40400
107030f f0e0608000000000 400000004
40107030b 70e0608080000000 40000000100
4040107020b 70e0218080000000 1000000001
4140107020a 70a0218080000001 40000000010000
4140107020a 70a0218080000004 40000000010000
4140107020a 30e0218090000000 41000000
4140107020a 70a0218080000010 40000000010000
4140107020a 70a0218180000000 22
4040107020b 70e0308080000000 10000000000001
1004040107020a 70e0108088000000 200000000200
1004040107020a 70e0128080000000 1000010000
1004040107020a 30e0708080000000 1000010000
1004040107020a 70c030a080000000 4000010000
1004040107020a 70c8308080000000 1000010000
4040107020b 70c060a080000000 10000000000001
1004040107020a 708060a080000001 40000000010000
1004040107020a 708060a080000004 40000000010000
1004040107020a 708060a080000010 40000000010000
1004040107020a 708060a180000000 100001000000
1004040107020a 70c0602280000000 20000000020000
4040107020b 70a060c080000000 1000000001
4140107020a 60a060c080001000 40000000010000
4140107020a 70a0604280000000 8000020000
4140107020a 708060c280000000 20000000020000
4140107020a 702860c080000000 22
4140107020a 70a0604880000000 800000000000200
4040107020b 70b0608080000000 1000000001
4140107020a 7090608280000000 20000000020000
4140107020a 60b0618080000000 110000
4140107020a 30b06080c0000000 22
4140107020a 60b0608090000000 41000000
4140107020a 70b0208090000000 41000000
40107030b 78e0608000000000 1000000001
140107030a 78a0608000100000 40000000100
4140107020a 78a0208000101000 8000000000000200
4140107020a 7880608200100000 20000000020000
4140107020a 38a0608040100000 40000000040000
4140107020a 7828608000100000 40000000040000
4140107020a 78a0208010100000 8000000000000200
140107030a 68e0608000001000 4000010000
540106030a 68a0608000001001 40000000100
540106030a 68a0608000011000 40000000100
540106030a 68a0608000001004 40000000100
540106030a 68a0608000001010 40001000000
540106030a 68a0608100001000 40000000100
140107030a 78c0608200000000 40000000100
4140107020a 58c0608200000800 8000000000000200
4140107020a 58c0608202000000 10000400000000
4140107020a 78c0208200000100 8000000000000200
4140107020a 7840608a00000000 20000200
4140107020a 78c0208200000400 8000000000000200
140107030a 78e0208010000000 8000000000000200
800000140107010a 58e0208010000200 40000100
800000140107010a 58e0208010000800 2000000002
800000140107010a 58e0208012000000 2000020000
800000140107010a 70e0208010000200 40000100
800000140107010a 58e0208018000000 2000000002
140107030a 78c0608800000000 100000000100
10140107020a 7840608800080000 80000000200
10140107020a 58c0608808000000 8000000000000200
10140107020a 78c0600800080000 80000000200
10140107020a 70c0608802000000 20000000020000
10140107020a 70c0608800000800 20000000000008
40107030b f060608000800000 1000000001
140107030a f020608000900000 40000000100
4140107020a f000608200900000 20000000020000
4140107020a f020208000901000 800000000200
4140107020a b020608040900000 40000000040000
4140107020a f000608800900000 800000000200
4140107020a f020208010900000 80000000200
140107030a e060608000801000 800000000200
80140107010a e020608000801001 40000000010000
80140107010a e020608000801004 40000000010000
80140107010a e020608000801010 2000000002
80140107010a e020608100801000 2000000002
80140107010a e020608000901000 2000000002
140107030a f040608200800000 40000000100
