10483262222133190269 3 1 3 2
16447984131391083465 3 0 3 2
9537726647620605201 2 2 0 2
13669496834349131905 2 2 0 2
6283580443609974751 2 0 0 2
6376580268202536349 2 2 2 1
12154338433185748379 3 0 3 2
10865818605034724859 3 0 3 2
10122709409933330729 3 0 3 2
4922214712474199147 2 0 0 2 0 6
6032654822066026703 1 0 3 0 3 2
10965704747591700219 0 2 2 2
18433134873750851563 2 0 3 0
3002758900304882303 2 0 3 0
1160559824086606067 1 0 3 0 3 2
8157315261673016755 2 1 3 0
4881570314979153591 2 0 3 0
906832192708791163 2 1 3 0
12073494147765942227 2 1 4 1
8879232912348677317 1 0 3 0 3 2
12578825239120288263 2 1 4 1
18389606717731420301 1 0 3 0 3 2
16044236760770420483 2 1 4 1
12290669206629951043 3 1 4 0
18377641119799218411 2 0 3 0
6821243188746741833 1 0 3 0 3 2
15269462383835760157 1 0 3 0 3 2
12969814398388746045 1 0 3 0 3 2
10950533542341118531 1 0 3 0
9380798996794891705 4 0 2 2
17670557560738869423 1 0 3 0 3 2
7694381983549804581 1 0 3 0 3 2
7208073898606075225 3 0 4 0
16500846988072186025 3 0 3 2
17636650373948352835 3 0 3 2
17858156260716183207 3 0 3 2
935238420605257223 3 0 3 2
16425499362644592023 3 0 3 2
12389644838633350491 3 0 3 2
8745357993271856559 3 0 3 2
17488415294976606141 2 0 4 0 2 2
11578592001916906243 2 2 3 1
13861444263110911899 2 2 3 1
14408801535272905515 2 2 3 1
1652450617685998991 2 0 4 0
17793731971749289363 2 2 3 1
3556215361696480219 2 2 3 1
13664441618154912665 2 2 2 1
9144383985656981473 2 0 4 0
2819285402165221343 2 2 3 1
8909077580209379361 3 0 3 1
3664744467736848151 3 0 3 2
7044589443545325663 0 2 2 2
1452272083785096527 3 0 3 1
12915193522793336119 4 0 3 0
8470719015321622779 3 0 3 2
17345037517136737439 3 0 3 2
304316337982602079 3 0 3 2
13263243068249984283 3 0 3 2
3171533828358527797 1 0 3 0 3 2
2524531811047394471 3 0 3 2
14035698011488815143 3 0 3 2
13620738961976996505 1 0 3 0 3 2
4640199757476894161 3 0 3 2
12494101602993142291 0 0 4 0
13939902246346181289 3 0 3 2
503313633433725503 3 0 3 2
1513546680419604457 3 0 3 2
16176713296966499941 0 0 1 0
1382114176122530195 3 0 3 2
17056490507805074421 2 0 4 0 2 2
17234302316381405435 3 0 3 2
16862298370492838791 3 0 3 2
11820756687452846235 0 0 2 0 4 0
2516561422441524499 2 0 3 0
17336645810718663583 3 0 3 2
13841167064832261891 3 0 3 2
643625563793641827 3 0 3 2
13025464964502936189 3 0 3 2
6629550835112328855 3 0 3 2
471510423881543357 3 0 3 2
7760101169244143523 0 0 2 0 4 0
1781435322168336933 3 0 3 2
4269863931413850475 4 0 2 0
12077026257982983613 1 0 3 0 3 2
5730929335079670269 1 0 3 0 3 2
9946366058449943931 1 0 3 0 3 2
15839155591538102715 1 0 3 0
650951710723515673 0 3 0 4
10965687657084766981 3 0 3 2
15579345944278669465 1 0 3 0 3 2
8696142661980388991 1 0 3 0 3 2
1190765025360858217 4 0 3 0
6087425798902448335 3 0 3 2
7132569944543597839 3 0 3 2
11395680790156291959 1 3 0 3
15082233789013572503 3 0 3 2
15914158965137683207 2 0 4 0 2 2
7640016003730480377 1 0 3 0 3 2
612420252184718963 1 0 3 0 3 2
5075920586070424431 3 0 3 2
17093951294619419827 1 0 3 0 3 2
8691343884717726047 3 0 3 2
6052787735034995919 1 0 3 0 3 2
5136868126660200811 1 0 3 0 3 2
14090929028464323187 3 0 3 2
10587388497391700529 1 0 3 0 3 2
16480178030479859313 2 0 2 1
17790102928766652889 1 0 3 0 3 2
2934053268550050743 3 0 3 1
4041747816702353 1 0 3 0 5 0
5531379791074225761 1 0 3 0 3 2
1831787464302614815 2 0 3 0
15078036840553034849 1 0 3 0 3 2
15313920696250834079 0 1 1 1
10630049667732128903 3 0 3 2
14047643285031609583 3 0 4 0
11921816637490325243 1 0 3 0 3 2
13413523473784383627 4 0 3 1
1886416124844355397 2 0 0 2
6134921913357277359 3 0 3 1
7354513466160488799 2 2 3 1
10028925896445084139 4 0 3 1
15973434479841866609 0 0 0 2
4343272521539616103 3 0 3 1
17930601906389846181 0 3 0 4
13058100002165888583 3 0 3 1
8500580225479590971 3 0 3 1
5994293405834590143 4 0 3 1
13102349974225659801 3 0 3 1
503791933130231911 3 0 3 2
18262679327086942815 3 0 3 2
13143070695691457947 3 0 2 1
12751527845592469015 1 0 3 0 3 2
2874905694154049585 4 0 3 1
4969465256601806571 4 0 3 1
14313500985529420613 4 0 3 1
5413413961298678085 3 0 3 1
5216411316342678851 4 0 3 1
3678330785489678723 4 0 3 1
8487179920345272085 3 0 3 2
5821024275168375023 0 0 1 0
11771247418204377537 3 0 3 2
